"all _ image _ url","Occurrence status assumed to be present","Basis of record badly formed","Coordinate precision not valid","Country inferred from coordinates","Data are generalised","First of the month","First of the year","Geodetic datum assumed WGS84","Identification date before occurrence date","Incomplete collection date","Invalid collection date"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","true","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","true","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","true","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","true","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"183148b4-f248-48f2-9acd-f8d8bea164e7","false","false","false","true","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","false","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","true","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","true","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","false","false","true","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","false","false","false","false"
"","true","false","false","false","false","false","false","true","true","false","false"
"","true","false","false","false","false","false","false","true","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","true","false","false","false","false","false","true","false"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","false","false","true","true"
"","false","false","true","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","true","false","false","true","true","false","false","false","false"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","false","false","false","false","false","false","false","false","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","true","false","false","true","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
"","true","false","false","false","false","false","false","true","false","true","true"
